X,Mode1,Mode2,Mode3,Mode4,Mode5,Mode6,Mode7,Mode8,Mode9,Mode10,Mode11,Mode12,Mode13,Mode14,Mode15,Mode16,Mode17,Mode18,Mode19,Mode20,Mode21,Mode22,Mode23,Mode24,Mode25,Mode26,Mode27,Mode28,Mode29,Mode30,Mode31,Mode32,Mode33,Mode34,Mode35,Mode36,Mode37,Mode38,Mode39,Mode40,Mode41,Mode42,Mode43,Mode44,Mode45,Mode46,Mode47,Mode48,Mode49,Mode50,Mode51,Mode52,Mode53,Mode54,Mode55,Mode56,Mode57,Mode58,Mode59,Mode60,Mode61,Mode62,Mode63,Mode64,Mode65,Mode66,Mode67,Mode68,Mode69,Mode70,Mode71,Mode72,Mode73,Mode74,Mode75,Mode76,Mode77,Mode78,Mode79,Mode80,Mode81,Mode82,Mode83,Mode84,Mode85,Mode86,Mode87,Mode88,Mode89,Mode90,Mode91,Mode92,Mode93,Mode94,Mode95,Mode96,Mode97,Mode98,Mode99,Mode100,Mode101,Mode102,Mode103,Mode104,Mode105,Mode106,Mode107,Mode108,Mode109,Mode110,Mode111,Mode112,Mode113,Mode114,Mode115,Mode116,Mode117,Mode118,Mode119,Mode120,Mode121,Mode122,Mode123,Mode124,Mode125,Mode126,Mode127,Mode128,Mode129,Mode130,Mode131,Mode132,Mode133,Mode134,Mode135,Mode136,Mode137,Mode138,Mode139,Mode140,Mode141,Mode142,Mode143,Mode144,Mode145,Mode146,Mode147,Mode148,Mode149,Mode150,Mode151,Mode152,Mode153,Mode154,Mode155,Mode156,Mode157,Mode158,Mode159,Mode160,Mode161,Mode162,Mode163,Mode164,Mode165,Mode166,Mode167,Mode168,Mode169,Mode170,Mode171,Mode172,Mode173,Mode174,Mode175,Mode176,Mode177,Mode178,Mode179,Mode180,Mode181,Mode182,Mode183,Mode184,Mode185,Mode186,Mode187,Mode188,Mode189,Mode190,Mode191,Mode192,Mode193,Mode194,Mode195,Mode196,Mode197,Mode198,Mode199,Mode200,Mode201,Mode202,Mode203,Mode204,Mode205,Mode206,Mode207,Mode208,Mode209,Mode210,Mode211,Mode212,Mode213,Mode214,Mode215,Mode216,Mode217,Mode218,Mode219,Mode220,Mode221,Mode222,Mode223,Mode224,Mode225,Mode226,Mode227,Mode228,Mode229,Mode230,Mode231,Mode232,Mode233,Mode234,Mode235,Mode236,Mode237,Mode238,Mode239,Mode240,Mode241,Mode242,Mode243,Mode244,Mode245,Mode246,Mode247,Mode248,Mode249,Mode250,Mode251,Mode252,Mode253,Mode254,Mode255,Mode256,Mode257,Mode258,Mode259,Mode260,Mode261,Mode262,Mode263,Mode264,Mode265,Mode266,Mode267,Mode268,Mode269,Mode270,Mode271,Mode272,Mode273,Mode274,Mode275,Mode276,Mode277,Mode278,Mode279,Mode280,Mode281,Mode282,Mode283,Mode284,Mode285,Mode286,Mode287,Mode288,Mode289,Mode290,Mode291,Mode292,Mode293,Mode294,Mode295,Mode296,Mode297,Mode298,Mode299,Mode300
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,-0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.001,0.000,0.000,-0.001,0.000,0.000,0.001,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,-0.001,-0.001,0.000,0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,-0.001,0.000,0.002,0.000,0.000,0.000,0.001,0.002,-0.001,0.002,0.000,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.001,0.001,-0.001,0.000,0.000,0.000,0.000,-0.001,0.001,0.001,0.000,0.000,0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.001,-0.002,0.001,-0.002,0.001,0.002,-0.001,-0.001,0.001,0.000,0.001
6.3125,-0.003,0.000,0.000,0.000,0.000,-0.001,0.002,0.000,0.003,-0.004,-0.001,-0.005,-0.006,-0.008,-0.004,0.003,0.000,0.005,-0.001,0.000,0.000,-0.002,-0.006,0.000,0.000,0.000,-0.001,0.000,-0.003,0.000,0.000,-0.001,-0.001,-0.004,-0.002,-0.001,0.000,0.000,0.001,0.001,-0.002,-0.004,-0.004,0.002,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.007,-0.001,-0.001,0.001,0.002,0.000,-0.005,0.000,0.000,0.000,0.006,-0.006,-0.004,0.001,-0.001,0.001,0.003,0.002,0.002,-0.003,0.000,0.006,0.002,0.001,0.002,0.000,-0.001,0.001,0.000,0.001,0.000,0.002,-0.001,0.001,-0.001,0.001,0.001,0.001,0.000,0.000,0.001,0.000,-0.001,0.001,0.008,-0.002,-0.001,0.000,0.000,0.001,0.000,0.000,-0.001,-0.001,-0.001,-0.001,-0.002,-0.001,0.000,0.000,-0.001,-0.001,0.003,0.000,0.000,0.000,0.000,0.001,0.001,0.000,-0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,-0.001,-0.001,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,-0.002,-0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.001,-0.001,0.000,0.000,0.000,0.002,0.000,0.004,-0.003,0.000,-0.001,0.000,0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.003,-0.003,0.000,-0.006,0.000,-0.005,-0.004,-0.001,0.000,0.006,0.027,0.001,-0.005,0.000,0.000,0.022,-0.029,0.005,0.000,-0.003,-0.001,0.000,0.000,0.002,0.000,-0.001,0.000,0.003,-0.001,0.001,-0.003,-0.001,0.003,0.000,-0.004,0.000,0.002,-0.001,0.004,0.000,0.005,0.000,-0.032,0.012,0.000,-0.008,0.000,0.033,0.001,-0.001,0.005,0.014,0.024,-0.017,0.033,-0.002,0.012,0.000,0.006,0.009,-0.005,0.003,-0.006,0.017,0.012,-0.012,-0.001,0.000,-0.001,0.003,-0.015,0.005,0.010,0.005,0.000,0.022,-0.012,-0.004,-0.002,0.001,-0.002,-0.001,-0.003,0.002,-0.004,0.000,0.000,0.008,0.000,0.000,-0.001,0.000,0.005,0.014,-0.015,0.015,-0.021,0.007,0.020,-0.015,-0.009,0.005,0.003,0.001
12.625,-0.004,0.000,0.000,0.001,0.001,-0.002,0.004,-0.002,0.005,-0.007,-0.002,-0.008,-0.010,-0.013,-0.007,0.004,0.000,0.007,-0.002,0.000,0.000,-0.004,-0.015,0.000,0.000,-0.001,-0.002,-0.001,-0.006,0.000,0.001,-0.001,-0.002,-0.005,-0.003,-0.002,0.001,-0.001,0.000,0.000,-0.001,-0.002,-0.003,0.002,0.001,-0.001,0.000,0.000,0.000,0.001,0.000,0.009,-0.002,-0.001,0.001,0.003,0.000,-0.006,-0.001,-0.001,0.000,0.008,-0.008,-0.006,0.001,0.000,0.001,0.004,0.002,0.003,-0.005,0.000,0.008,0.004,0.001,0.003,0.000,-0.001,0.002,-0.001,0.001,0.000,0.002,-0.001,0.002,-0.001,0.001,0.002,0.000,-0.001,0.000,0.001,0.000,-0.001,0.000,0.018,-0.006,-0.001,0.000,0.000,0.001,0.000,0.000,-0.001,-0.001,0.000,0.000,-0.005,-0.001,0.000,0.000,-0.002,-0.001,0.003,0.000,0.000,0.000,0.000,0.001,0.001,0.000,-0.001,-0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,-0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,-0.003,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.001,0.000,-0.001,0.002,0.001,0.000,-0.001,0.001,0.000,-0.001,0.000,-0.002,0.000,0.000,0.000,0.001,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,-0.001,0.000,-0.003,-0.003,0.000,-0.006,0.000,-0.006,-0.004,-0.001,0.001,0.006,0.021,0.001,-0.009,0.000,0.000,0.031,-0.030,0.001,0.004,0.001,0.000,0.002,0.001,0.001,-0.003,-0.003,0.000,0.003,-0.004,0.003,-0.008,0.000,0.000,0.000,-0.002,0.000,0.001,0.000,0.002,0.000,0.002,0.000,-0.015,-0.006,0.000,-0.005,0.000,0.025,0.001,-0.003,-0.001,-0.005,0.002,0.000,0.003,0.001,0.002,0.000,-0.002,0.000,-0.002,-0.001,-0.002,0.000,0.001,0.001,0.000,-0.001,0.001,0.000,-0.001,0.002,0.005,-0.002,0.000,-0.002,0.004,0.001,0.002,-0.002,0.000,-0.001,0.000,0.001,0.003,0.001,0.000,0.005,0.000,0.008,-0.002,0.001,-0.007,-0.013,0.017,-0.014,0.023,-0.012,-0.023,0.017,0.011,-0.007,-0.003,-0.005
18.9375,-0.004,0.000,0.000,0.001,0.001,-0.002,0.004,-0.002,0.006,-0.008,-0.003,-0.009,-0.011,-0.013,-0.007,0.003,0.000,0.007,-0.002,0.000,0.000,-0.005,-0.016,0.000,0.000,-0.001,-0.002,-0.001,-0.006,0.000,0.001,-0.001,-0.003,-0.005,-0.002,-0.002,0.000,0.000,0.000,0.001,-0.002,-0.004,-0.005,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.010,-0.002,0.000,-0.001,0.003,0.000,-0.007,-0.001,-0.001,0.000,0.008,-0.009,-0.008,0.002,0.001,0.001,0.004,0.002,0.003,-0.005,-0.001,0.010,0.006,0.001,0.004,-0.001,-0.001,0.003,-0.002,0.001,0.002,0.002,-0.001,0.004,0.000,0.000,0.001,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.026,-0.009,0.000,0.001,0.000,0.000,-0.001,-0.001,0.000,0.000,0.000,0.000,-0.009,-0.001,0.000,0.000,-0.002,-0.002,0.003,0.000,0.000,0.000,-0.001,0.001,0.001,-0.001,-0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.001,0.000,-0.001,0.000,0.000,-0.001,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,-0.002,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.004,0.005,0.000,0.003,0.000,-0.004,0.005,0.001,0.000,-0.003,0.002,0.000,-0.001,0.000,-0.002,0.000,0.000,0.000,0.001,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,-0.001,0.000,-0.003,-0.003,0.000,-0.005,0.000,-0.005,-0.004,-0.001,0.001,0.003,-0.004,0.003,-0.016,0.001,-0.002,0.037,-0.003,-0.015,0.011,0.006,0.002,0.003,0.001,0.000,-0.002,-0.002,0.000,0.001,-0.003,0.004,-0.003,0.000,-0.005,0.000,0.002,0.000,0.001,0.001,-0.002,0.000,-0.002,0.000,0.011,-0.014,0.000,0.001,0.000,0.002,0.000,-0.003,-0.005,-0.022,-0.021,0.016,-0.028,0.003,-0.009,0.000,-0.008,-0.008,0.003,-0.003,0.005,-0.016,-0.011,0.011,0.000,0.000,0.001,-0.003,0.013,-0.005,-0.010,-0.008,0.000,-0.029,0.022,0.007,0.005,-0.005,0.004,0.000,0.004,-0.002,0.015,0.003,0.000,-0.001,0.000,-0.005,0.001,0.000,0.001,0.001,-0.003,0.002,-0.006,0.005,0.008,-0.007,-0.005,0.003,0.002,0.003
25.25,-0.003,0.000,-0.001,0.001,0.002,-0.002,0.004,-0.002,0.005,-0.007,-0.003,-0.008,-0.009,-0.010,-0.006,0.001,0.000,0.005,-0.002,0.000,0.000,-0.004,-0.014,0.000,0.000,-0.001,-0.002,-0.001,-0.005,0.000,0.000,-0.001,-0.002,-0.003,-0.001,-0.001,0.000,0.001,0.001,0.001,-0.002,-0.004,-0.005,0.002,0.001,0.000,0.000,0.000,0.000,-0.001,0.000,0.007,-0.002,0.002,-0.001,0.002,-0.001,-0.004,-0.001,0.000,0.000,0.005,-0.005,-0.005,0.001,0.001,0.001,0.002,0.001,0.002,-0.003,0.000,0.005,0.003,0.000,0.002,-0.001,0.000,0.002,-0.002,0.000,0.001,0.001,0.000,0.003,0.000,0.000,0.001,0.000,-0.002,0.000,0.000,-0.001,0.000,0.000,0.019,-0.007,0.000,0.001,0.000,0.000,-0.001,-0.001,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,-0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,-0.006,0.006,0.000,0.003,0.000,-0.004,0.005,0.001,0.000,-0.002,0.002,0.000,-0.001,0.000,-0.002,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,-0.001,-0.001,0.000,-0.001,0.000,-0.002,-0.001,0.000,0.000,-0.002,-0.023,0.003,-0.014,0.001,-0.003,0.023,0.025,-0.022,0.010,0.007,0.002,0.002,0.001,-0.001,0.003,0.002,0.000,-0.001,0.002,0.001,0.005,0.000,-0.005,0.000,0.003,0.000,0.000,0.001,-0.003,0.000,-0.003,0.000,0.020,0.004,0.000,0.005,0.000,-0.024,-0.001,0.003,0.001,0.008,0.001,-0.002,0.001,-0.001,-0.001,0.000,0.002,0.000,0.002,0.001,0.001,0.002,0.001,-0.003,0.000,0.001,-0.001,0.001,-0.001,0.000,0.000,0.002,0.000,0.007,-0.006,-0.002,-0.002,0.002,-0.001,0.000,-0.001,0.000,-0.005,-0.001,0.000,-0.001,0.000,-0.002,0.000,-0.001,0.006,0.012,-0.013,0.012,-0.016,0.006,0.014,-0.009,-0.005,0.003,0.001,0.001
31.125,-0.001,0.000,-0.001,0.001,0.002,-0.001,0.002,-0.002,0.003,-0.004,-0.003,-0.004,-0.005,-0.005,-0.004,-0.001,0.000,0.002,-0.001,0.000,0.000,-0.003,-0.007,0.000,0.000,-0.001,-0.001,-0.001,-0.003,0.000,0.000,-0.001,-0.001,0.000,0.000,-0.002,0.001,0.000,0.000,0.000,-0.001,-0.002,-0.002,0.001,0.001,0.000,0.000,0.000,0.000,-0.001,0.000,0.005,-0.002,0.001,-0.001,0.002,0.000,-0.003,-0.001,-0.001,0.000,0.004,-0.004,-0.003,0.001,0.000,0.000,0.001,0.001,0.001,-0.001,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.001,0.000,-0.001,0.000,0.000,-0.001,0.000,0.000,0.011,-0.004,0.000,0.001,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,-0.008,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,-0.001,0.000,-0.001,0.000,-0.001,0.000,-0.001,0.000,0.001,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,-0.001,0.001,0.000,0.000,0.000,-0.002,0.000,-0.004,0.005,0.000,0.003,0.000,-0.002,0.003,0.000,0.000,-0.002,0.001,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,-0.003,-0.022,0.002,-0.008,0.000,-0.002,0.013,0.027,-0.019,0.009,0.006,0.002,0.002,0.001,0.000,0.006,0.004,0.000,0.000,0.004,0.001,0.007,0.000,-0.004,0.000,0.002,0.000,0.000,0.001,-0.002,0.000,-0.002,0.000,0.016,0.014,0.000,0.007,0.000,-0.039,0.000,0.006,0.005,0.025,0.018,-0.015,0.026,-0.003,0.007,0.000,0.009,0.011,-0.004,0.001,-0.008,0.016,0.014,-0.011,0.001,-0.001,0.000,0.003,-0.014,0.004,0.009,0.006,0.000,0.021,-0.014,-0.004,-0.002,0.001,-0.001,-0.001,-0.002,0.002,0.000,0.001,0.000,0.009,0.000,0.006,-0.003,0.001,-0.007,-0.011,0.015,-0.012,0.020,-0.010,-0.019,0.014,0.009,-0.005,-0.002,-0.003
37,0.000,0.000,-0.001,0.001,0.001,0.000,0.000,-0.002,0.000,0.000,-0.002,0.000,0.000,-0.001,-0.002,-0.001,0.000,0.001,0.000,0.000,0.000,-0.002,-0.001,0.000,0.000,-0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,-0.001,0.000,0.000,0.000,0.000,-0.001,-0.001,-0.001,0.000,0.001,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,-0.001,0.002,0.001,0.001,-0.001,0.001,0.000,-0.001,-0.001,-0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,-0.001,-0.001,0.002,0.002,0.000,0.003,0.000,0.001,0.001,0.000,0.001,-0.001,-0.004,-0.001,0.001,0.000,0.000,0.001,0.005,-0.004,0.002,0.000,0.001,0.001,0.002,0.003,0.005,0.002,0.000,0.003,0.002,-0.002,-0.002,-0.001,0.002,0.000,0.002,0.000,-0.002,-0.001,0.001,0.000,0.000,0.000,-0.003,0.002,0.000,0.000,0.000,-0.013,0.001,-0.002,0.002,0.001,0.009,-0.005,0.011,0.001,0.005,0.000,-0.001,0.005,-0.006,-0.003,-0.008,0.001,0.005,0.003,0.000,-0.004,0.002,0.000,-0.004,0.001,0.002,-0.001,0.000,-0.001,0.005,0.002,0.002,-0.002,0.000,-0.001,0.000,0.001,0.002,0.001,0.000,0.003,0.000,0.001,-0.001,0.001,-0.004,-0.009,0.008,-0.006,0.006,-0.001,-0.002,-0.001,-0.002,0.002,0.001,0.000
42.875,0.001,0.000,-0.001,0.001,0.002,0.002,-0.004,-0.002,-0.005,0.005,-0.003,0.005,0.003,0.000,-0.004,0.000,0.000,0.003,0.000,0.000,0.000,-0.002,0.000,0.000,-0.001,0.002,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.002,0.002,0.001,0.001,-0.001,-0.001,-0.001,0.001,0.002,0.001,0.000,0.000,0.001,0.000,0.000,-0.001,0.000,0.000,0.003,0.000,-0.001,0.001,0.001,0.001,-0.001,0.000,-0.001,0.000,0.000,0.002,0.007,-0.001,-0.005,0.000,0.002,0.001,0.000,0.000,0.000,0.002,-0.002,0.001,0.001,0.002,-0.001,0.001,0.002,0.001,0.001,0.001,0.000,0.002,-0.001,0.000,-0.001,0.000,-0.001,0.000,-0.002,0.000,0.002,0.000,0.000,-0.001,0.000,0.001,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.000,-0.002,0.000,0.000,-0.001,0.000,-0.001,-0.001,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.000,-0.003,0.000,-0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.001,0.000,0.001,0.001,-0.001,0.000,0.000,0.003,-0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,-0.004,0.000,0.009,0.000,0.010,-0.003,0.000,0.004,-0.001,-0.004,0.009,0.001,0.000,-0.008,0.005,0.001,-0.004,0.000,-0.008,0.000,0.001,-0.002,0.003,0.002,0.001,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.002,-0.001,0.000,-0.005,-0.005,0.001,0.002,0.000,0.003,0.002,-0.005,-0.005,-0.004,0.006,0.004,-0.002,-0.004,0.001,-0.002,0.000,0.000,0.002,-0.002,0.000,-0.006,0.001,0.002,0.009,0.016,0.019,0.004,0.000,0.019,0.007,-0.016,-0.018,-0.008,0.014,0.000,0.012,0.000,-0.014,-0.007,0.001,0.000,-0.003,0.002,-0.008,-0.001,0.000,-0.003,0.000,-0.015,0.005,-0.011,0.002,-0.014,0.026,-0.005,0.015,0.008,0.010,0.000,-0.018,-0.002,-0.019,-0.010,-0.015,-0.019,-0.004,0.026,0.000,-0.015,0.008,-0.005,0.000,-0.001,-0.001,-0.009,0.000,-0.010,0.019,0.003,0.002,-0.002,-0.003,-0.003,-0.006,0.005,-0.025,-0.005,0.000,0.001,0.000,0.001,-0.003,0.002,-0.011,-0.016,0.014,-0.007,-0.001,0.002,0.012,-0.017,-0.015,0.010,0.006,-0.002
48.75,0.001,0.000,-0.001,0.002,0.003,0.004,-0.008,-0.003,-0.010,0.010,-0.003,0.009,0.005,-0.001,-0.007,0.002,0.000,0.006,-0.001,0.000,0.000,-0.003,-0.001,0.001,-0.002,0.004,0.003,0.002,0.000,0.000,0.001,0.001,-0.001,0.001,0.002,0.006,0.000,0.000,0.000,-0.001,0.002,0.003,0.003,-0.001,0.000,0.003,0.000,0.000,-0.001,0.001,0.000,0.003,0.001,-0.001,0.001,0.001,0.001,-0.002,0.001,0.000,0.000,0.001,0.003,0.010,-0.001,-0.009,0.000,0.004,0.003,0.000,-0.002,0.000,0.005,-0.004,0.001,0.002,0.003,-0.001,0.002,0.003,0.001,0.001,0.003,-0.001,0.002,-0.002,0.000,-0.001,0.000,-0.001,0.000,-0.001,0.000,0.001,0.000,0.001,-0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,-0.001,0.000,0.000,-0.001,0.000,-0.001,-0.002,0.000,0.002,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.001,0.000,-0.003,0.000,-0.002,0.000,0.003,0.000,0.003,0.003,0.000,0.002,0.000,0.000,0.001,-0.002,0.001,0.000,0.002,-0.013,0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,-0.006,0.000,0.012,0.000,0.014,-0.005,0.000,0.004,0.000,-0.006,0.013,0.002,0.000,-0.010,0.007,0.000,-0.005,0.000,-0.011,0.000,0.001,-0.002,0.004,0.004,0.001,0.011,0.000,0.000,0.000,0.000,-0.001,0.000,0.008,0.002,-0.001,0.000,-0.007,-0.006,0.000,0.001,0.000,0.003,0.003,-0.011,-0.009,-0.008,0.011,0.007,-0.003,-0.006,-0.001,-0.004,0.000,0.000,0.002,-0.001,0.000,-0.006,0.000,0.000,0.009,0.012,0.012,0.003,0.000,0.012,0.005,-0.020,-0.015,-0.005,0.016,0.000,0.014,0.000,-0.015,-0.007,0.000,0.000,-0.004,0.001,0.001,-0.003,0.000,-0.001,0.000,-0.004,0.002,-0.006,0.000,-0.011,0.009,-0.001,0.003,0.002,0.003,0.000,-0.007,-0.005,-0.002,0.001,0.004,-0.005,-0.007,0.003,-0.002,0.001,-0.001,-0.002,0.003,0.000,0.000,-0.001,0.000,0.002,-0.001,-0.001,-0.001,0.001,-0.001,0.000,-0.002,0.001,-0.006,-0.001,0.000,0.000,0.000,0.000,0.001,-0.001,0.008,0.015,-0.013,0.009,-0.003,-0.001,-0.006,0.012,0.012,-0.009,-0.005,0.001
